# TBJD-2450000      FLUX           FLUX_ERR
  1355.0576660     -0.9579667      0.6848261
  1355.0590549     -1.4653985      0.6846915
  1355.0604438      0.0894238      0.6852326
  1355.0618328     -0.2945495      0.6851377
  1355.0632217     -1.0017552      0.6849140
  1355.0646106     -0.3711046      0.6850593
  1355.0659995     -1.1683434      0.6847776
  1355.0673884     -1.1928434      0.6847743
  1355.0687774     -1.0402125      0.6848286
  1355.0701663     -1.9854098      0.6844297
  1355.0715552     -0.7389043      0.6849050
  1355.0729441     -1.8993303      0.6844619
  1355.0743330     -1.3282224      0.6846320
  1355.0757220     -2.1425333      0.6845385
  1355.0771109     -1.3370280      0.6846965
  1355.0784998     -1.9409623      0.6845319
  1355.0798887     -1.4355672      0.6847844
  1355.0812776      0.3140571      0.6850418
  1355.0826666     -0.1431766      0.6851929
  1355.0840555     -0.2468074      0.6849328
  1355.0854444      0.8320916      0.6852513
  1355.0868333      0.5834375      0.6850578
  1355.0882222      0.0181401      0.6850877
  1355.0896112     -0.8922540      0.6850464
  1355.0910001     -0.5959176      0.6849039
  1355.0923890      0.3796501      0.6850955
  1355.0937779     -2.1683512      0.6846066
  1355.0951668     -0.5144506      0.6847573
  1355.0965558     -2.0783181      0.6844151
  1355.0979447     -2.6980666      0.6845195
  1355.0993336     -1.9179599      0.6843691
  1355.1007225     -0.3125801      0.6849356
  1355.1021115     -0.7554972      0.6848710
  1355.1035004     -2.0735859      0.6847031
  1355.1048893     -0.4150728      0.6850447
  1355.1062782      0.3677295      0.6853128
  1355.1076671     -0.2371632      0.6852269
  1355.1090561      2.2490789      0.6855314
  1355.1104450      1.0007763      0.6856136
  1355.1118339      2.1068111      0.6857809
  1355.1132228      2.3688235      0.6857956
  1355.1146117      1.7693219      0.6855400
  1355.1160007      3.0848348      0.6859992
  1355.1173896      3.0839363      0.6859069
  1355.1187785      3.2484278      0.6860454
  1355.1201674      4.5045776      0.6864138
  1355.1215563      4.7967807      0.6865371
  1355.1229453      4.4893025      0.6864682
  1355.1243342      3.9553939      0.6863812
  1355.1257231      4.4937952      0.6863724
  1355.1271120      4.1116190      0.6862257
  1355.1285009      3.9290969      0.6863942
  1355.1298899      4.1953623      0.6864918
  1355.1312788      2.8188689      0.6861214
  1355.1326677      0.7706919      0.6855011
  1355.1340566      0.4653702      0.6854685
  1355.1354455     -0.0676998      0.6851190
  1355.1368345     -2.1304331      0.6844761
  1355.1382234     -2.0890406      0.6844966
  1355.1396123     -3.6866331      0.6842544
  1355.1410012     -1.6252177      0.6846847
  1355.1423901     -3.8112298      0.6840815
  1355.1437791     -2.7469468      0.6844071
  1355.1451680     -2.3255945      0.6845804
  1355.1465569     -0.0717132      0.6852271
  1355.1479458      0.7826723      0.6854003
  1355.1493348      1.4496836      0.6856446
  1355.1507237      4.7229811      0.6866327
  1355.1521126      6.2387472      0.6871036
  1355.1535015      5.6992677      0.6869033
  1355.1548904      7.8021954      0.6873297
  1355.1562794      8.6147092      0.6877745
  1355.1576683     10.4553850      0.6881258
  1355.1590572      9.7384751      0.6879386
  1355.1604461     10.2829864      0.6880178
  1355.1618350      8.7669807      0.6877792
  1355.1632240      7.3168675      0.6874314
  1355.1646129      6.1480552      0.6870254
  1355.1660018      5.6100134      0.6869322
  1355.1673907      5.4017932      0.6867147
  1355.1687796      3.8273230      0.6863585
  1355.1701686      1.1895282      0.6855277
  1355.1715575      0.6671209      0.6854505
  1355.1729464     -1.0119985      0.6849745
  1355.1743353     -0.6667221      0.6851078
  1355.1757242     -1.2680806      0.6849519
  1355.1771132     -3.1237918      0.6843471
  1355.1785021     -2.8235618      0.6844842
  1355.1798910     -1.4582701      0.6848328
  1355.1812799     -0.4325044      0.6851164
  1355.1826688     -0.0914210      0.6853382
  1355.1840578     -0.8565522      0.6849339
  1355.1854467      0.0391658      0.6852888
  1355.1868356      1.3500662      0.6856843
  1355.1882245      2.3997330      0.6859970
  1355.1896134      4.3851924      0.6866095
  1355.1910024      7.1362024      0.6871925
  1355.1923913      7.9101392      0.6874658
  1355.1937802      7.4804006      0.6873744
  1355.1951691      8.3531761      0.6873862
  1355.1965580     10.1388616      0.6879905
  1355.1979470      9.5224676      0.6879386
  1355.1993359      9.5993821      0.6879678
  1355.2007248      8.2183961      0.6876172
  1355.2021137      8.3912739      0.6875651
  1355.2035026      8.6077606      0.6877922
  1355.2048916      6.8874883      0.6873066
  1355.2062805      7.8392150      0.6874931
  1355.2076694      6.4746421      0.6871236
  1355.2090583      5.4645707      0.6868422
  1355.2104472      4.9523468      0.6866400
  1355.2118362      3.6082605      0.6863994
  1355.2132251      3.4049523      0.6861386
  1355.2146140      2.5319372      0.6860342
  1355.2160029      3.6510906      0.6862711
  1355.2173919      1.3551579      0.6856638
  1355.2187808     -0.1873844      0.6852933
  1355.2201697      0.6573568      0.6854798
  1355.2215586     -0.6942771      0.6850117
  1355.2229475      0.5256318      0.6853163
  1355.2243365      0.0893040      0.6855735
  1355.2257254      1.8516875      0.6858100
  1355.2271143      1.8742706      0.6857879
  1355.2285032      3.1397652      0.6860177
  1355.2298921      5.2744411      0.6867711
  1355.2312811      7.0273001      0.6872880
  1355.2326700      7.6083518      0.6873753
  1355.2340589      9.1600591      0.6879291
  1355.2354478      9.8079617      0.6880598
  1355.2368367     11.3625444      0.6883231
  1355.2382257      8.9063133      0.6878768
  1355.2396146      8.7285235      0.6877171
  1355.2410035      9.4199150      0.6880006
  1355.2423924      7.3864739      0.6873861
  1355.2437813      7.9507529      0.6873832
  1355.2451703      6.7202413      0.6872235
  1355.2465592      6.5204075      0.6871769
  1355.2479481      6.3293193      0.6871082
  1355.2493370      6.3269232      0.6869425
  1355.2507259      6.2968523      0.6869520
  1355.2521149      6.3893414      0.6870016
  1355.2535038      6.7082608      0.6871048
  1355.2548927      4.3617108      0.6865822
  1355.2562816      4.1926667      0.6863611
  1355.2576705      4.1273133      0.6863399
  1355.2590595      3.0975940      0.6862124
  1355.2604484      2.7715462      0.6859231
  1355.2618373      0.9145770      0.6854630
  1355.2632262      1.3979880      0.6856049
  1355.2646151     -1.1564827      0.6850487
  1355.2660041     -1.1413873      0.6849037
  1355.2673930      0.2703285      0.6852981
  1355.2687819      0.1677160      0.6852165
  1355.2701708      0.5963764      0.6853717
  1355.2715597      1.7021116      0.6858065
  1355.2729487      2.1739016      0.6857724
  1355.2743376      3.2646613      0.6860779
  1355.2757265      3.9121445      0.6860129
  1355.2771154      5.7447934      0.6868051
  1355.2785043      6.2138278      0.6870608
  1355.2798933      6.6632144      0.6872229
  1355.2812822      8.4350025      0.6875691
  1355.2826711      6.6560261      0.6872127
  1355.2840600      8.6332789      0.6876159
  1355.2854489      8.5476187      0.6875373
  1355.2868379      8.6095576      0.6874647
  1355.2882268      8.2313350      0.6873863
  1355.2896157      7.3290876      0.6873090
  1355.2910046      6.0535295      0.6869667
  1355.2923935      6.4868622      0.6869685
  1355.2937825      4.6034163      0.6864982
  1355.2951714      4.6627195      0.6864101
  1355.2965603      3.2236882      0.6860798
  1355.2979492      1.8960751      0.6856683
  1355.2993381      2.0019822      0.6856988
  1355.3007271      1.4315932      0.6856222
  1355.3021160     -1.1523495      0.6849143
  1355.3035049     -0.3504982      0.6847536
  1355.3048938     -0.2507011      0.6850929
  1355.3062827     -0.4187268      0.6850665
  1355.3076717     -1.2173434      0.6848541
  1355.3090606      1.5636177      0.6855784
  1355.3104495     -1.4625831      0.6848574
  1355.3118384     -0.8146806      0.6848128
  1355.3132273      1.1008130      0.6854658
  1355.3146163      0.4957406      0.6853580
  1355.3160052      1.7286483      0.6856060
  1355.3173941      3.1976307      0.6861654
  1355.3187830      4.0205077      0.6863691
  1355.3201719      5.0746072      0.6866693
  1355.3215609      7.1801706      0.6872789
  1355.3229498      6.7305445      0.6871096
  1355.3243387      8.7720125      0.6875597
  1355.3257276      9.9701769      0.6879240
  1355.3271165     11.0066053      0.6882939
  1355.3285055      8.1622078      0.6874562
  1355.3298944      8.2708704      0.6873647
  1355.3312833      5.8219474      0.6869196
  1355.3326722      6.1470968      0.6870055
  1355.3340611      4.5819713      0.6864719
  1355.3354501      3.1339547      0.6860450
  1355.3382279      1.9710727      0.6858805
  1355.3396168      0.7603288      0.6854381
  1355.3410057      0.0156841      0.6851859
  1355.3423947      0.1929348      0.6850586
  1355.3437836     -1.3699743      0.6848337
  1355.3451725     -1.2295035      0.6847748
  1355.3465614     -2.4271288      0.6844545
  1355.3479503     -1.5867604      0.6847723
  1355.3493393     -2.3742951      0.6847963
  1355.3507282     -2.7953478      0.6843401
  1355.3521171     -1.7148314      0.6846458
  1355.3535060     -1.5844841      0.6848539
  1355.3548949     -1.6770930      0.6848135
  1355.3562839     -0.0616496      0.6852681
  1355.3576728      0.7578129      0.6854391
  1355.3590617      1.8515078      0.6858260
  1355.3604506      1.5894954      0.6856284
  1355.3618395      4.0007399      0.6863809
  1355.3632285      4.1169503      0.6862418
  1355.3646174      5.7416785      0.6868489
  1355.3660063      4.9566597      0.6866632
  1355.3673952      5.2168151      0.6865676
  1355.3687841      5.3862186      0.6867332
  1355.3701731      6.5909723      0.6870593
  1355.3715620      3.5940637      0.6862183
  1355.3729509      3.5887324      0.6862049
  1355.3743398      4.4476106      0.6864457
  1355.3757287      2.8961428      0.6859968
  1355.3771177      1.8896655      0.6856385
  1355.3785066      0.3011183      0.6853431
  1355.3798955      0.8647983      0.6854529
  1355.3812844     -2.2998366      0.6847684
  1355.3826733     -1.5775355      0.6846898
  1355.3840623     -4.0710856      0.6841474
  1355.3854512     -5.4292489      0.6835231
  1355.3868401     -5.1812537      0.6836987
  1355.3882290     -5.4722587      0.6835451
  1355.3896179     -6.3199951      0.6832782
  1355.3910069     -5.2818894      0.6836496
  1355.3923958     -5.5073614      0.6837764
  1355.3937847     -4.1061883      0.6840458
  1355.3951736     -4.7073671      0.6839906
  1355.3965625     -2.9358186      0.6844477
  1355.3979515     -1.0126575      0.6848311
  1355.4007293      0.4245169      0.6854441
  1355.4021182      1.6644331      0.6858074
  1355.4035071      4.0062509      0.6863571
  1355.4048961      3.8735076      0.6864026
  1355.4062850      3.6349769      0.6864023
  1355.4076739      5.1649398      0.6868554
  1355.4090628      3.7871286      0.6863917
  1355.4104517      4.2924039      0.6865044
  1355.4118407      3.0516490      0.6860287
  1355.4132296      3.4972617      0.6862125
  1355.4146185      2.8165327      0.6861725
  1355.4160074      2.5469128      0.6860585
  1355.4173963      0.8341283      0.6854991
  1355.4187853     -0.4792281      0.6852771
  1355.4201742     -1.7089610      0.6849380
  1355.4215631     -3.3041574      0.6844049
  1355.4229520     -4.5710896      0.6840136
  1355.4243409     -4.5990040      0.6839905
  1355.4257299     -5.6786219      0.6835643
  1355.4271188     -6.9604098      0.6833287
  1355.4285077     -7.1490420      0.6832539
  1355.4298966     -7.6386828      0.6831622
  1355.4312855     -7.3715787      0.6829902
  1355.4326745     -6.2208569      0.6833750
  1355.4340634     -6.0042504      0.6835198
  1355.4354523     -6.6706627      0.6834691
  1355.4368412     -5.8004031      0.6834697
  1355.4382301     -4.1529720      0.6842223
  1355.4396191     -1.9259868      0.6846805
  1355.4410080     -1.6436076      0.6849680
  1355.4423969     -0.9559899      0.6850849
  1355.4437858      1.2438596      0.6857486
  1355.4451747     -0.7368077      0.6850426
  1355.4465637      1.1244145      0.6856005
  1355.4479526      1.4282985      0.6856758
  1355.4493415      0.8375427      0.6856973
  1355.4507304      1.1994121      0.6854536
  1355.4521193      1.4961678      0.6856542
  1355.4535083     -0.1458722      0.6853525
  1355.4548972      0.2395987      0.6852987
  1355.4562861      0.7915378      0.6854407
  1355.4576750     -1.1723568      0.6848514
  1355.4590639     -1.0378763      0.6850665
  1355.4604529     -3.7917615      0.6842516
  1355.4618418     -3.1484116      0.6842426
  1355.4632307     -5.3759359      0.6837057
  1355.4646196     -5.9854411      0.6836676
  1355.4660085     -6.3659401      0.6835111
  1355.4673975     -6.9414807      0.6834241
  1355.4687864     -8.2442943      0.6831311
  1355.4701753     -8.5752542      0.6828955
  1355.4715642     -8.5539290      0.6827883
  1355.4729531     -7.1787535      0.6831916
  1355.4743421     -7.5786608      0.6832117
  1355.4757310     -6.0797871      0.6835131
  1355.4771199     -5.0186790      0.6839368
  1355.4785088     -3.2482686      0.6843465
  1355.4798977     -2.1582277      0.6847088
  1355.4812867     -1.1687627      0.6850541
  1355.4826756      0.3132784      0.6854422
  1355.4840645     -0.0763856      0.6852217
  1355.4854534      0.5857138      0.6854877
  1355.4868423     -0.6255692      0.6852217
  1355.4882313      0.5011917      0.6854749
  1355.4896202     -2.0619049      0.6845840
  1355.4910091     -1.1684033      0.6848142
  1355.4923980     -3.3708286      0.6842510
  1355.4937869     -4.3846139      0.6841301
  1355.4951759     -4.3116530      0.6839341
  1355.4965648     -4.7407926      0.6840645
  1355.4979537     -4.6629796      0.6839448
  1355.4993426     -5.0776228      0.6839276
  1355.5007315     -5.4626744      0.6838450
  1355.5021205     -6.2240317      0.6837178
  1355.5035094     -5.1235678      0.6839091
  1355.5048983     -5.3380777      0.6838203
  1355.5062872     -6.4187140      0.6834926
